Timestamp,Logo,Website Address,,Source Name,Datasets_Available,Short Site Description,Category(s)- all that apply,Keywords (optional),Link to Data Use Agreement,Link to Dataset Source Page,Type of Datasets,Geography,Time,Price,Formats,General Category,Sub Category,Logo Link,Other - add any notes,Form Filler
7/1/2024 17:12:36,https://drive.google.com/open?id=1L4m9OKGHpfdRuql87AZezj8D_S_6Xyzq,https://www.here.com/,,Here Geocoding & Search API,12,"Our mission is to enable a digital representation of reality to radically improve the way the world moves, lives and interacts.

Our platform turns spatial data into business value, accelerates your business by creating custom maps, location services and applications.","Geospatial, Technology","geocoding, mapping",https://legal.here.com/en-gb/terms/here-end-user-terms,https://www.here.com/platform/map-data,Subscription Service,Global,Current Data,"Fixed Price, Subscription","API, JSON",Service Provider,geocoding,https://www.here.com/,,Caitlin
7/1/2024 18:29:35,https://drive.google.com/open?id=11KuKmIHwDawhB1QjioIgsWae2x97M2KJ,https://www.preql.com/,,Preql,12,"Preql is a no-code data access platform that makes it easy for enterprises to manage their KPIs for reporting without relying on engineering resources. It provides out-of-the-box metrics, automated data cleaning and company wide data governance to ensure the numbers always match. Visit www.preql.com to learn more.","Commerce, Data Quality and Cleansing","Commerce, Data Quality and Cleansing, 360-Degree Customer View, customize, govern, metric, on demand, single source, automate, BI integrations, fast implemantation",,https://www.preql.com/pricing,Subscription Service,Global,Both - most common,Subscription,"API, Google Sheets",Financial,Commerce,,,Karina
7/1/2024 18:33:44,https://drive.google.com/open?id=1k_C7sbpqoeAzgKgRCaX7hQbAdp_RKKzY,https://datan3rd.com/,,DATAN3RD,12,DATAN3RD LLC is a niche development company. We are committed to building innovative data related technology solutions helping individuals and organizations more easily manage data and enable them to spend more time using it than maintaining it.,"Technology, Business Analytics, Data Management","data solutions, data integration, data quality, data warehousing, business intelligence, data analytics, strategic decision-making, data insights, data management, technology solutions",,,,Global,,"Fixed Price, Subscription",,Technology,Data Solutions,,"focus on data integration, data quality management, data warehousing, and business intelligence rather than databases",Karina
7/1/2024 18:38:01,https://drive.google.com/open?id=10oUTKr8Y8af0OgUUL4w38vCYcxzXSjxp,unable to find— https://app.snowflake.com/marketplace/providers/GZTSZYRY4B/Orka's%20LLC,,Orka's LLC,12,The company provides Data Solutions in a form of data structure architecture and pipelines related with the data. We are using Snowflake as platform to create Native applications that can help other companies with Extract Transformation and Loading pipelines within consumer account.,"Technology, ML, Data Engineering, Data Quality and Cleansing","ML, Data Engineering, Data Quality and Cleansing, flat files, precision, user-friendly interface, data migration, data manipulation",,https://app.snowflake.com/marketplace/listing/GZTSZYRY5G/orka-s-llc-orka-s-file-loader?originTab=provider&providerName=Orka%27s%20LLC&profileGlobalName=GZTSZYRY4B,Subscription Service,Global,Both - most common,Subscription,"CSV, Text",Service Provider,Data Engineering,,7 day trial,Karina
7/1/2024 18:44:17,https://drive.google.com/open?id=1Ftw3PbuXgPF63ncLS0eDoFLZyTaoaV7c,https://www.shovels.ai/about,,"Shovels, Inc.",12,"At Shovels, we make building permit data useful. We continuously track, normalize, and categorize hundreds of millions of building permit records across the country. Shovels enables our customers to explore, profile, and derive actionable insights from our database of residential, commercial, and contractor records.

Shovels is headquartered in Silicon Valley and backed by Coelius Capital, Founders Network Fund, and Mission One Capital.","Climate, Financial, Geospatial, Technology, Permit Data, Market Analysis, Risk Analysis, Software, Builders","Permit Data, Market Analysis, Risk Analysis, building permits, residential, commercial, construction, US, remodeling, rehabilitation, property valuation, strategic real estate development, real estate compliance and verification, parcel number, contractor name, address",,https://www.shovels.ai/permit-database,Subscription Service,"USA, but can be reached globally",Both - most common,Subscription,"API, CSV",Geospatial,Building Permit Data,,trial available,Karina
7/1/2024 18:51:04,https://drive.google.com/open?id=1IdjExAZN4i5axOflXdZEDpwI7L0oEQPJ,https://manifolddatamining.com/,,Maniford Data Mining Inc.,13,"Manifold is the premier independent supplier for consumer and demographic attributes in Canada with 23+ years of operational excellence. We model over 50,000+ consumer and demographic attributes at the most granular privacy-compliant level available, 6-digit postal code.","Consumer, Financial, Demographics, Audience Segmentation, Customer Acquisition, Location Planning, Market Analysis","Demographics, Audience Segmentation, Customer Acquisition, Customer Acquisition, Location Planning, Market Analysis, two-tier cluster system, canada, privacy-compliant, patterns, spending habits, ",,https://manifolddatamining.com/data/,Fixed (typical),"North America, Canada",Both - most common,Subscription,"API, PDF",Consumer,Demographics,,Free trial,Karina
7/1/2024 18:53:31,https://drive.google.com/open?id=1VyPcRAT-lb_fy_Arj1B_XZ3qmR9nvLa5,https://www.vtion.ai/,,VTION Digital,15,"Empowering brands and businesses to confidently deliver a higher ROI on their digital spends in a privacy-first world. VTION is your all-in-one consumer intelligence platform. Get access to detailed behavioral insights, gather intel on your most pressing questions and find audiences that perform — it has everything you need to conquer the digital landscape in a privacy-first world.","Advertising, Consumer, Social Media","marketing, accelerating advertising revenue, attribution analysis, consumer behavior, statis, privacy-first world, consumer intelligence, ROI",,https://www.vtion.ai/consumer-insights/,"Fixed (typical), Subscription Service","Global, Asia, India",Both - most common,"Free, Subscription",,Consumer,Marketing,,can book demo,Karina
7/1/2024 18:56:54,https://drive.google.com/open?id=1YO6wxbh0pJW5h2RHdCwsxP0U2mGxpXPi,https://thyseus.com/,,Thyseus,15,"Thyseus provides ultra accurate latitude/longitude coordinates of objects using computer vision, surpassing traditional GPS data particularly in indoor or dense building environments. Our data can be verified via live camera feeds or through our web interface at app.thyseus.com, ensuring unmatched precision and reliability.","Advertising, Consumer, Geospatial, Technology, Transportation","camera, live footage, data quality and cleansing, foot traffic analytics, machine learning, risk analysis, RWD, 360-degree customer view",,https://thyseus.com/,Subscription Service,Global,Both - most common,Subscription,"Video (live camera feeds), their app",Geospatial,Live camera feeds,,can get demo,Karina
7/1/2024 19:01:07,https://drive.google.com/open?id=1OH9JpEz73tJnIaGyfbY13YBg87IrQ9wP,https://www.plugin-intelligence.com/,,Plugin Intelligence,15,"Plugin Intelligence offers detailed analytics and rankings for plugins across various app marketplaces like Google Workspace, Chrome Extensions, WordPress, Shopify, and Salesforce. We provide valuable insights into revenue estimates, or user growth metrics to help developers, businesses or investors make better decisions.","Consumer, Financial, Analytics, Business Intelligence","plugins, web scraping, custom reports, enrich data, charts, marketplaces, market analysis, analytics tools, downloads, user behavior and preferences, competitive intelligence, research and industry analysis, specialized subsets, actionable insights, real-time updates",,https://www.plugin-intelligence.com/,"Fixed (typical), Custom Built",Global,Both - most common,"Free, Fixed Price","API, CSV, PDF, JSON",Service Provider,Analytics Tools,,,Karina
7/1/2024 19:04:21,https://drive.google.com/open?id=1f-h8y9kE1MXUlzvvgpS0-QQK0AJj4LfR,https://www.cybersyn.com/,,Cybersyn,18,Cybersyn is a DaaS (data-as-a-service) company creating a real-time view into the world's economy.,"Financial, Government - Federal, Government - State, Government - city/county, Economy, Market Analysis, Pricing Analysis","Economy, Market Analysis, Pricing Analysis, location data enrichment, bank trends, employment impacts, risk analysis, machine learning, asset valuation, fundamental analysis,",,https://app.snowflake.com/marketplace/providers/GZTSZAS2KCS/Cybersyn,Fixed (typical),Global,Both - most common,"Free, Fixed Price, Subscription","API, PDF",Service Provider,DaaS,,,Karina
7/1/2024 19:06:50,https://drive.google.com/open?id=1G004wq5qNSnv0x8cRdOCGkJCMOZmKrq-,https://www.sesamm.com/,,SESAMm,15,"SESAMm is a global leader in ESG controversy data, using advanced Generative AI. We automate monitoring and due diligence on public and private assets. SESAMm provides coverage of more than 5 million companies. We work with Carlyle, Warburg, Natixis, RBI, Fitch, Oddo, ERM and many more. SESAMm has raised $50M from renowned investors and operates across 4 continents.","Financial, ESG","ESG Investment Analysis, ESG, Risk analysis, controversies, real-time monitoring, In-depth ESG analysis, ",,https://www.sesamm.com/demo?hsCtaTracking=1d3df517-f843-4fe3-8ddf-40e1df792f1b%7C8b796563-df66-4b84-83d9-298b01721bd8,"Fixed (typical), Subscription Service",Global,Both - most common,Subscription,,Financial,ESG controvery data,,can get a demo,Karina
7/1/2024 19:10:08,https://drive.google.com/open?id=1pRCPQgmUiZdyydBOKkI_WRsN9nrQtT6a,https://www.vericast.com/,,Vericast,12,,"Advertising, Consumer, Financial, Healthcare, Retail and CPG, Restaurant, telecom","demographics, audience segmentation, customer acquisition, consumer packaged goods, digital marketing, print marketing, marketing, trusted",,https://www.vericast.com/#,Fixed (typical),"North America, USA, but available globally",Both - most common,Subscription,,Consumer,Demographics,,trial available,Karina
7/1/2024 19:17:54,https://drive.google.com/open?id=1Tm651foWTWtUgWp9ubisZT0Jq0pFHGZh,https://extractalpha.com/,,ExtractAlpha,20,"ExtractAlpha is an independent research firm dedicated to providing unique, actionable alpha signals to institutional investors. Our team is composed of veterans from top quant firms including StarMine, FactSet, Multex, and Morgan Stanley's PDT group. We apply our extensive experience in quantitative analysis and the design of investment analytics products to interesting new data sets. Our rigorously built quantitative models help our institutional investor clients gain a measurable edge over their competitors. ExtractAlpha acquired Estimize in 2021.","Financial, Retail and CPG, Technology, Quantitative Analysis, Asset Valuation, ESG","Quantitative Analysis, Asset Valuation, revenue, earnings forecasting, EPS, earnings call transcripts, white papers, ESG, sentiment, fundamental",,https://extractalpha.com/solutions/#datasets,Fixed (typical),Global,Both - most common,Subscription,PDF,Financial,,,trials available,Karina
7/1/2024 19:21:01,https://drive.google.com/open?id=1Of_V4M3sFrZzfMpdZSoD1rYwYb8FC6qw,https://constellation1.com/,,Constellation1,12,Constellation1 is a leading provider of data services and insights to the real estate and mortgage industries. Its services remain unparalleled with the industry's broadest coverage of listing and property data.,"Financial, Geospatial, Public Data","data delivery, property, ownership, tax, deeds, school, neighborhood, crime, points of interest, mortgage, demographics, foreclosure, AVM, asset valuation, customer acquisition",,https://constellation1.com/listing-data/public-record-data/,Fixed (typical),"North America, USA, but available globally",Both - most common,Subscription,,Geospatial,Real estate and Mortgage,,trials avaibale,Karina
7/1/2024 19:23:52,https://drive.google.com/open?id=1fQl_CM4psSGvhZ0K7B7yVtQjGYPC-Y2-,https://www.nyse.com/products/etp-funds-etn-product-details,,"New York Stock Exchange, An ICE Exchange",12,"NYSE Group is a subsidiary of Intercontinental Exchange (NYSE: ICE), a leading global provider of data, technology and market infrastructure. NYSE Group’s equity exchanges - the New York Stock Exchange, NYSE American, NYSE Arca, NYSE Chicago and NYSE National - trade more U.S. equity volume than any other exchange group. The NYSE is the premier global venue for capital raising. NYSE Arca Options and NYSE Amex Options are leading equity options exchanges.","Financial, ESG","ESG, Market Analytics, Quantitative Analysis, trades and quotes, US stocks, stock market",,https://www.nyse.com/trading-data,"Fixed (typical), Subscription Service, Custom Built","Global, US, Available elsewhere",Both - most common,Subscription,,Financial,,,,Karina
7/1/2024 19:26:54,https://drive.google.com/open?id=13iowZSvgGaD9pJVVthX9P_JctZvW73An,https://www.aterio.io/,,aterio,13,"Aterio is a data provider with Models that give unparalleled insights into the future of North American real estate markets. We leverage data science to address real-world business challenges, empowering investors to identify high-appreciation locations for optimal returns. Our comprehensive platform processes 2.2 million records each week across 41,727 different zip codes. We offer Models as a Service (MaaS) and Data as a Service (DaaS) to streamline the process of incorporating AI capabilities.","Census Data, Consumer, Geospatial, Public Data, Pubic Sector, Statistics","demographics, environment, economy, north american real estate markets, zip codes, MaaS, DaaS",,https://www.aterio.io/datasets?ref=home-hero,Fixed (typical),Global,Both - most common,"Free, Fixed Price","CSV, Snowflake",Consumer,Demographics ,,free samples for some of the paid ones,Karina
